sentence,sentiment,label
بوی ناخوشایند و ناپاکی او احساس نفرت را در من برانگیزانده است و وضعیتش ناراضی‌کننده است.,DISGUSTED,5
اونقدر خوش شانسی که داری اصلا دلم نمیاد بهت بگم!,ENVIOUS,6
چقدر زیبا هستی که همه نگاهت می‌کنند!,ENVIOUS,6
عالیه که همیشه همه چیز رو به راحتی درست می‌کنی!,ENVIOUS,6
باور کن، هیچ وقت نتونستم اینقدر خوب باشم مثل تو!,ENVIOUS,6
چه زود همه چیز به تو خوب میشه!,ENVIOUS,6
همیشه درست زمانی که تو هستی، همه چیز خوب میشه!,ENVIOUS,6
ای وای! چه ایده خوبی! همیشه خلاقیتت رو تحسین می‌کنم.,ENVIOUS,6
هر کاری می‌کنی همیشه بهتر از همه انجام می‌دهی!,ENVIOUS,6
بهترین لباس‌ها رو همیشه تو پیدا می‌کنی!,ENVIOUS,6
چه خوبه که همیشه از همه قدرتمندتری!,ENVIOUS,6
باور کن، هیچ وقت نمی‌توانستم به اندازه‌ات پیشرفت کنم.,ENVIOUS,6
به نظرم همیشه خوش شانسی رو تو داری!,ENVIOUS,6
چقدر عالیه که همیشه همه چیز رو درست می‌فهمی!,ENVIOUS,6
اونقدر ذکی هستی که هیچوقت نمی‌تونم باهات رقابت کنم!,ENVIOUS,6
چقدر زیبا می‌خندی! اینو همیشه تحسین می‌کنم.,ENVIOUS,6
خیلی خوب می‌دونی چطوری دیگران رو خوشحال کنی!,ENVIOUS,6
چه خوبه که همیشه بهترین فرصت‌ها رو داری!,ENVIOUS,6
از تمام عملکردت تحت تأثیر قرار می‌گیرم!,ENVIOUS,6
چه خوبه همیشه ایده‌های خلاقانه داری!,ENVIOUS,6
از تمام تلاشت بهره‌برداری می‌کنم!,ENVIOUS,6
چقدر خوش شانس هستی که همیشه همه چیز بهتر میشه!,ENVIOUS,6
تو همیشه از همه زودتر فهمیدن مهارتی رو پیدا می‌کنی!,ENVIOUS,6
واقعاً حسودیت‌ام رو به اوج می‌رسونی!,ENVIOUS,6
اونقدر موفقی که به جز تو، کسی نیست!,ENVIOUS,6
چه خوبه همیشه خودت رو در کنترل داری!,ENVIOUS,6
واقعاً به نظرم از تمام ویژگی‌هایت تحت تأثیر قرار می‌گیرم!,ENVIOUS,6
بهترین تصمیم‌گیری‌ها رو همیشه می‌کنی!,ENVIOUS,6
چه خوبه که همیشه با استعداد‌ترین هستی!,ENVIOUS,6
اونقدر عالی موهایی داری که اصلاً بهت حسادت نمی‌کنم!,ENVIOUS,6
واقعاً حسادت‌ام رو برانگیختی!,ENVIOUS,6
همیشه برنده‌ای و هیچکس نمی‌تونه با تو رقابت کنه!,ENVIOUS,6
چقدر خوش شانس هستی که همیشه همه چیز بهتر میشه!,ENVIOUS,6
چه خوبه همیشه همه چیز رو درست می‌فهمی!,ENVIOUS,6
اونقدر ذکی هستی که هیچوقت نمی‌تونم باهات رقابت کنم!,ENVIOUS,6
چه زیبا می‌خندی! اینو همیشه تحسین می‌کنم.,ENVIOUS,6
خیلی خوب می‌دونی چطوری دیگران رو خوشحال کنی!,ENVIOUS,6
چقدر خوش شانس هستی که همیشه بهترین فرصت‌ها رو داری!,ENVIOUS,6
تو همیشه تلاشت رو می‌کنی و بهترین نتیجه رو می‌گیری!,ENVIOUS,6
واقعاً به نظرم از تمام توانایی‌هایت استفاده می‌کنی!,ENVIOUS,6
همیشه بهترین راه‌حل‌ها رو پیدا می‌کنی!,ENVIOUS,6
چه خوبه همیشه همه چیز رو در کنترل داری!,ENVIOUS,6
واقعاً به نظرم از تمام ویژگی‌هایت استفاده می‌کنی!,ENVIOUS,6
بهترین تصمیم‌ها رو همیشه می‌گیری!,ENVIOUS,6
چه خوبه که همیشه با استعداد‌ترین هستی!,ENVIOUS,6
تو اوقات سخت همیشه بهترینی و مشکلی نداره!,ENVIOUS,6
چه خوبه که همیشه همه چیز رو بهتر می‌فهمی!,ENVIOUS,6
اونقدر ذکی هستی که هیچکس نمی‌تونه با تو رقابت کنه!,ENVIOUS,6
چقدر زیبا می‌خندی! اینو همیشه تحسین می‌کنم.,ENVIOUS,6
خیلی خوب می‌دونی چطوری دیگران رو خوشحال کنی!,ENVIOUS,6
چه خوبه که همیشه بهترین فرصت‌ها رو داری!,ENVIOUS,6
از تلاشت واقعاً تحت تأثیر قرار می‌گیرم!,ENVIOUS,6
همیشه ایده‌های خلاقانه داری و ماشالله به تو!,ENVIOUS,6
واقعاً به نظرم از تمام توانایی‌هات بهره‌برداری می‌کنی!,ENVIOUS,6
بهترین راه‌حل‌ها رو همیشه پیدا می‌کنی!,ENVIOUS,6
چه خوبه که همیشه همه چیز رو در کنترل داری!,ENVIOUS,6
واقعاً به نظرم از تمام ویژگی‌هات بهره‌برداری می‌کنی!,ENVIOUS,6
همیشه تصمیم‌های درستی رو می‌گیری!,ENVIOUS,6
چه خوبه که همیشه با استعداد‌ترین هستی!,ENVIOUS,6
تو همیشه مثل یک ستاره می‌درخشی و خیره‌کننده‌ای!,ENVIOUS,6
به نظرم خوبی‌هات به همه چیز روشنی می‌بخشند!,ENVIOUS,6
همیشه برترینی و هیچکس نمی‌تونه با تو رقابت کنه!,ENVIOUS,6
چه خوبه که همیشه همه چیز رو بهتر می‌فهمی!,ENVIOUS,6
تو اوقات سخت همیشه بهترینی و مشکلی نداره!,ENVIOUS,6
اونقدر ذکی هستی که هیچکس نمی‌تونه با تو رقابت کنه!,ENVIOUS,6
چقدر زیبا می‌خندی! اینو همیشه تحسین می‌کنم.,ENVIOUS,6
خیلی خوب می‌دونی چطوری دیگران رو خوشحال کنی!,ENVIOUS,6
چه خوبه که همیشه بهترین فرصت‌ها رو داری!,ENVIOUS,6
تو همیشه از همه باهوش‌تری و هیچکس نمی‌تونه با تو رقابت کنه!,ENVIOUS,6
واقعاً به نظرم از تمام قدرتت استفاده می‌کنی!,ENVIOUS,6
همیشه بهترین تصمیم‌ها رو می‌گیری!,ENVIOUS,6
چه خوبه که همیشه با استعداد‌ترین هستی!,ENVIOUS,6
تو همیشه مثل یک ستاره می‌درخشی و همه رو معشوق می‌کنی!,ENVIOUS,6
به نظرم خوبی‌هات به همه انرژی مثبت رو می‌رسونه!,ENVIOUS,6
همیشه برترینی و هیچکس نمی‌تونه با تو رقابت کنه!,ENVIOUS,6
چه خوبه که همیشه همه چیز رو بهتر می‌فهمی!,ENVIOUS,6
تو اوقات سخت همیشه بهترینی و هیچ مشکلی برات پیش نمیاد!,ENVIOUS,6
اونقدر ذکی هستی که هیچکس نمی‌تونه با تو رقابت کنه!,ENVIOUS,6
چقدر زیبا می‌خندی! اینو همیشه تحسین می‌کنم.,ENVIOUS,6
خیلی خوب می‌دونی چطوری دیگران رو خوشحال کنی!,ENVIOUS,6
چه خوبه که همیشه بهترین فرصت‌ها رو داری!,ENVIOUS,6
از تلاشت واقعاً تحت تأثیر قرار می‌گیرم!,ENVIOUS,6
همیشه ایده‌های خلاقانه داری و ماشالله به تو!,ENVIOUS,6
واقعاً به نظرم از تمام توانایی‌هات بهره‌برداری می‌کنی!,ENVIOUS,6
بهترین راه‌حل‌ها رو همیشه پیدا می‌کنی!,ENVIOUS,6
چه خوبه که همیشه همه چیز رو در کنترل داری!,ENVIOUS,6
واقعاً به نظرم از تمام ویژگی‌هات بهره‌برداری می‌کنی!,ENVIOUS,6
همیشه تصمیم‌های درستی رو می‌گیری!,ENVIOUS,6
چه خوبه که همیشه با استعداد‌ترین هستی!,ENVIOUS,6
تو همیشه مثل یک ستاره می‌درخشی و خیره‌کننده‌ای!,ENVIOUS,6
به نظرم خوبی‌هات به همه چیز روشنی می‌بخشند!,ENVIOUS,6
همیشه برترینی و هیچکس نمی‌تونه با تو رقابت کنه!,ENVIOUS,6
چه خوبه که همیشه همه چیز رو بهتر می‌فهمی!,ENVIOUS,6
تو اوقات سخت همیشه بهترینی و مشکلی نداره!,ENVIOUS,6
اونقدر ذکی هستی که هیچکس نمی‌تونه با تو رقابت کنه!,ENVIOUS,6
چقدر زیبا می‌خندی! اینو همیشه تحسین می‌کنم.,ENVIOUS,6
خیلی خوب می‌دونی چطوری دیگران رو خوشحال کنی!,ENVIOUS,6
چه خوبه که همیشه بهترین فرصت‌ها رو داری!,ENVIOUS,6
تو همیشه از همه باهوش‌تری و هیچکس نمی‌تونه با تو رقابت کنه!,ENVIOUS,6
واقعاً به نظرم از تمام قدرتت استفاده می‌کنی!,ENVIOUS,6
همیشه بهترین تصمیم‌ها رو می‌گیری!,ENVIOUS,6
چه خوبه که همیشه با استعداد‌ترین هستی!,ENVIOUS,6
تو همیشه مثل یک ستاره می‌درخشی و همه رو معشوق می‌کنی!,ENVIOUS,6
به نظرم خوبی‌هات به همه انرژی مثبت رو می‌رسونه!,ENVIOUS,6
همیشه برترینی و هیچکس نمی‌تونه با تو رقابت کنه!,ENVIOUS,6
چه خوبه که همیشه همه چیز رو بهتر می‌فهمی!,ENVIOUS,6
تو اوقات سخت همیشه بهترینی و هیچ مشکلی برات پیش نمیاد!,ENVIOUS,6
اونقدر ذکی هستی که هیچکس نمی‌تونه با تو رقابت کنه!,ENVIOUS,6
چقدر زیبا می‌خندی! اینو همیشه تحسین می‌کنم.,ENVIOUS,6
خیلی خوب می‌دونی چطوری دیگران رو خوشحال کنی!,ENVIOUS,6
چه خوبه که همیشه بهترین فرصت‌ها رو داری!,ENVIOUS,6
از تلاشت واقعاً تحت تأثیر قرار می‌گیرم!,ENVIOUS,6
همیشه ایده‌های خلاقانه داری و ماشالله به تو!,ENVIOUS,6
واقعاً به نظرم از تمام توانایی‌هات بهره‌برداری می‌کنی!,ENVIOUS,6
بهترین راه‌حل‌ها رو همیشه پیدا می‌کنی!,ENVIOUS,6
چه خوبه که همیشه همه چیز رو در کنترل داری!,ENVIOUS,6
واقعاً به نظرم از تمام ویژگی‌هات بهره‌برداری می‌کنی!,ENVIOUS,6
همیشه تصمیم‌های درستی رو می‌گیری!,ENVIOUS,6
چه خوبه که همیشه با استعداد‌ترین هستی!,ENVIOUS,6
تو همیشه مثل یک ستاره می‌درخشی و خیره‌کننده‌ای!,ENVIOUS,6
به نظرم خوبی‌هات به همه چیز روشنی می‌بخشند!,ENVIOUS,6
همیشه برترینی و هیچکس نمی‌تونه با تو رقابت کنه!,ENVIOUS,6
چه خوبه که همیشه همه چیز رو بهتر می‌فهمی!,ENVIOUS,6
تو اوقات سخت همیشه بهترینی و هیچ مشکلی برات پیش نمیاد!,ENVIOUS,6
اونقدر ذکی هستی که هیچکس نمی‌تونه با تو رقابت کنه!,ENVIOUS,6
چقدر زیبا می‌خندی! اینو همیشه تحسین می‌کنم.,ENVIOUS,6
خیلی خوب می‌دونی چطوری دیگران رو خوشحال کنی!,ENVIOUS,6
چه خوبه که همیشه بهترین فرصت‌ها رو داری!,ENVIOUS,6
تو همیشه از همه باهوش‌تری و هیچکس نمی‌تونه با تو رقابت کنه!,ENVIOUS,6
واقعاً به نظرم از تمام قدرتت استفاده می‌کنی!,ENVIOUS,6
همیشه بهترین تصمیم‌ها رو می‌گیری!,ENVIOUS,6
چه خوبه که همیشه با استعداد‌ترین هستی!,ENVIOUS,6
تو همیشه مثل یک ستاره می‌درخشی و همه رو معشوق می‌کنی!,ENVIOUS,6
به نظرم خوبی‌هات به همه انرژی مثبت رو می‌رسونه!,ENVIOUS,6
همیشه برترینی و هیچکس نمی‌تونه با تو رقابت کنه!,ENVIOUS,6
چه خوبه که همیشه همه چیز رو بهتر می‌فهمی!,ENVIOUS,6
تو اوقات سخت همیشه بهترینی و هیچ مشکلی برات پیش نمیاد!,ENVIOUS,6
اونقدر ذکی هستی که هیچکس نمی‌تونه با تو رقابت کنه!,ENVIOUS,6
چقدر زیبا می‌خندی! اینو همیشه تحسین می‌کنم.,ENVIOUS,6
خیلی خوب می‌دونی چطوری دیگران رو خوشحال کنی!,ENVIOUS,6
چه خوبه که همیشه بهترین فرصت‌ها رو داری!,ENVIOUS,6
از تلاشت واقعاً تحت تأثیر قرار می‌گیرم!,ENVIOUS,6
همیشه ایده‌های خلاقانه داری و ماشالله به تو!,ENVIOUS,6
واقعاً به نظرم از تمام توانایی‌هات بهره‌برداری می‌کنی!,ENVIOUS,6
بهترین راه‌حل‌ها رو همیشه پیدا می‌کنی!,ENVIOUS,6
چه خوبه که همیشه همه چیز رو در کنترل داری!,ENVIOUS,6
واقعاً به نظرم از تمام ویژگی‌هات بهره‌برداری می‌کنی!,ENVIOUS,6
همیشه تصمیم‌های درستی رو می‌گیری!,ENVIOUS,6
چه خوبه که همیشه با استعداد‌ترین هستی!,ENVIOUS,6
تو همیشه مثل یک ستاره می‌درخشی و خیره‌کننده‌ای!,ENVIOUS,6
به نظرم خوبی‌هات به همه چیز روشنی می‌بخشند!,ENVIOUS,6
همیشه برترینی و هیچکس نمی‌تونه با تو رقابت کنه!,ENVIOUS,6
چه خوبه که همیشه همه چیز رو بهتر می‌فهمی!,ENVIOUS,6
تو اوقات سخت همیشه بهترینی و هیچ مشکلی برات پیش نمیاد!,ENVIOUS,6
اونقدر ذکی هستی که هیچکس نمی‌تونه با تو رقابت کنه!,ENVIOUS,6
چقدر زیبا می‌خندی! اینو همیشه تحسین می‌کنم.,ENVIOUS,6
خیلی خوب می‌دونی چطوری دیگران رو خوشحال کنی!,ENVIOUS,6
چه خوبه که همیشه بهترین فرصت‌ها رو داری!,ENVIOUS,6
تو همیشه از همه باهوش‌تری و هیچکس نمی‌تونه با تو رقابت کنه!,ENVIOUS,6
واقعاً به نظرم از تمام قدرتت استفاده می‌کنی!,ENVIOUS,6
همیشه بهترین تصمیم‌ها رو می‌گیری!,ENVIOUS,6
چه خوبه که همیشه با استعداد‌ترین هستی!,ENVIOUS,6
تو همیشه مثل یک ستاره می‌درخشی و همه رو معشوق می‌کنی!,ENVIOUS,6
به نظرم خوبی‌هات به همه انرژی مثبت رو می‌رسونه!,ENVIOUS,6
همیشه برترینی و هیچکس نمی‌تونه با تو رقابت کنه!,ENVIOUS,6
چه خوبه که همیشه همه چیز رو بهتر می‌فهمی!,ENVIOUS,6
تو اوقات سخت همیشه بهترینی و هیچ مشکلی برات پیش نمیاد!,ENVIOUS,6
اونقدر ذکی هستی که هیچکس نمی‌تونه با تو رقابت کنه!,ENVIOUS,6
چقدر زیبا می‌خندی! اینو همیشه تحسین می‌کنم.,ENVIOUS,6
خیلی خوب می‌دونی چطوری دیگران رو خوشحال کنی!,ENVIOUS,6
چه خوبه که همیشه بهترین فرصت‌ها رو داری!,ENVIOUS,6
از تلاشت واقعاً تحت تأثیر قرار می‌گیرم!,ENVIOUS,6
همیشه ایده‌های خلاقانه داری و ماشالله به تو!,ENVIOUS,6
واقعاً به نظرم از تمام توانایی‌هات بهره‌برداری می‌کنی!,ENVIOUS,6
بهترین راه‌حل‌ها رو همیشه پیدا می‌کنی!,ENVIOUS,6
چه خوبه که همیشه همه چیز رو در کنترل داری!,ENVIOUS,6
واقعاً به نظرم از تمام ویژگی‌هات بهره‌برداری می‌کنی!,ENVIOUS,6
همیشه تصمیم‌های درستی رو می‌گیری!,ENVIOUS,6
چه خوبه که همیشه با استعداد‌ترین هستی!,ENVIOUS,6
تو همیشه مثل یک ستاره می‌درخشی و خیره‌کننده‌ای!,ENVIOUS,6
به نظرم خوبی‌هات به همه چیز روشنی می‌بخشند!,ENVIOUS,6
همیشه برترینی و هیچکس نمی‌تونه با تو رقابت کنه!,ENVIOUS,6
چه خوبه که همیشه همه چیز رو بهتر می‌فهمی!,ENVIOUS,6
تو اوقات سخت همیشه بهترینی و هیچ مشکلی برات پیش نمیاد!,ENVIOUS,6
اونقدر ذکی هستی که هیچکس نمی‌تونه با تو رقابت کنه!,ENVIOUS,6
چقدر زیبا می‌خندی! اینو همیشه تحسین می‌کنم.,ENVIOUS,6
خیلی خوب می‌دونی چطوری دیگران رو خوشحال کنی!,ENVIOUS,6
چه خوبه که همیشه بهترین فرصت‌ها رو داری!,ENVIOUS,6
تو همیشه از همه باهوش‌تری و هیچکس نمی‌تونه با تو رقابت کنه!,ENVIOUS,6
واقعاً به نظرم از تمام قدرتت استفاده می‌کنی!,ENVIOUS,6
همیشه بهترین تصمیم‌ها رو می‌گیری!,ENVIOUS,6
چه خوبه که همیشه با استعداد‌ترین هستی!,ENVIOUS,6
تو همیشه مثل یک ستاره می‌درخشی و همه رو معشوق می‌کنی!,ENVIOUS,6
به نظرم خوبی‌هات به همه انرژی مثبت رو می‌رسونه!,ENVIOUS,6
همیشه برترینی و هیچکس نمی‌تونه با تو رقابت کنه!,ENVIOUS,6
چه خوبه که همیشه همه چیز رو بهتر می‌فهمی!,ENVIOUS,6
تو اوقات سخت همیشه بهترینی و هیچ مشکلی برات پیش نمیاد!,ENVIOUS,6
اونقدر ذکی هستی که هیچکس نمی‌تونه با تو رقابت کنه!,ENVIOUS,6
چقدر زیبا می‌خندی! اینو همیشه تحسین می‌کنم.,ENVIOUS,6
خیلی خوب می‌دونی چطوری دیگران رو خوشحال کنی!,ENVIOUS,6
چه خوبه که همیشه بهترین فرصت‌ها رو داری!,ENVIOUS,6
از تلاشت واقعاً تحت تأثیر قرار می‌گیرم!,ENVIOUS,6
همیشه ایده‌های خلاقانه داری و ماشالله به تو!,ENVIOUS,6
واقعاً به نظرم از تمام توانایی‌هات بهره‌برداری می‌کنی!,ENVIOUS,6
بهترین راه‌حل‌ها رو همیشه پیدا می‌کنی!,ENVIOUS,6
چه خوبه که همیشه همه چیز رو در کنترل داری!,ENVIOUS,6
واقعاً به نظرم از تمام ویژگی‌هات بهره‌برداری می‌کنی!,ENVIOUS,6
همیشه تصمیم‌های درستی رو می‌گیری!,ENVIOUS,6
چه خوبه که همیشه با استعداد‌ترین هستی!,ENVIOUS,6
تو همیشه مثل یک ستاره می‌درخشی و خیره‌کننده‌ای!,ENVIOUS,6
به نظرم خوبی‌هات به همه چیز روشنی می‌بخشند!,ENVIOUS,6
همیشه برترینی و هیچکس نمی‌تونه با تو رقابت کنه!,ENVIOUS,6
چه خوبه که همیشه همه چیز رو بهتر می‌فهمی!,ENVIOUS,6
تو اوقات سخت همیشه بهترینی و هیچ مشکلی برات پیش نمیاد!,ENVIOUS,6
اونقدر ذکی هستی که هیچکس نمی‌تونه با تو رقابت کنه!,ENVIOUS,6
چقدر زیبا می‌خندی! اینو همیشه تحسین می‌کنم.,ENVIOUS,6
خیلی خوب می‌دونی چطوری دیگران رو خوشحال کنی!,ENVIOUS,6
چه خوبه که همیشه بهترین فرصت‌ها رو داری!,ENVIOUS,6
تو همیشه از همه باهوش‌تری و هیچکس نمی‌تونه با تو رقابت کنه!,ENVIOUS,6
واقعاً به نظرم از تمام قدرتت استفاده می‌کنی!,ENVIOUS,6
همیشه بهترین تصمیم‌ها رو می‌گیری!,ENVIOUS,6
چه خوبه که همیشه با استعداد‌ترین هستی!,ENVIOUS,6
تو همیشه مثل یک ستاره می‌درخشی و همه رو معشوق می‌کنی!,ENVIOUS,6
به نظرم خوبی‌هات به همه انرژی مثبت رو می‌رسونه!,ENVIOUS,6
همیشه برترینی و هیچکس نمی‌تونه با تو رقابت کنه!,ENVIOUS,6
چه خوبه که همیشه همه چیز رو بهتر می‌فهمی!,ENVIOUS,6
تو اوقات سخت همیشه بهترینی و هیچ مشکلی برات پیش نمیاد!,ENVIOUS,6
اونقدر ذکی هستی که هیچکس نمی‌تونه با تو رقابت کنه!,ENVIOUS,6
چقدر زیبا می‌خندی! اینو همیشه تحسین می‌کنم.,ENVIOUS,6
خیلی خوب می‌دونی چطوری دیگران رو خوشحال کنی!,ENVIOUS,6
چه خوبه که همیشه بهترین فرصت‌ها رو داری!,ENVIOUS,6
از تلاشت واقعاً تحت تأثیر قرار می‌گیرم!,ENVIOUS,6
همیشه ایده‌های خلاقانه داری و ماشالله به تو!,ENVIOUS,6
واقعاً به نظرم از تمام توانایی‌هات بهره‌برداری می‌کنی!,ENVIOUS,6
بهترین راه‌حل‌ها رو همیشه پیدا می‌کنی!,ENVIOUS,6
چه خوبه که همیشه همه چیز رو در کنترل داری!,ENVIOUS,6
واقعاً به نظرم از تمام ویژگی‌هات بهره‌برداری می‌کنی!,ENVIOUS,6
همیشه تصمیم‌های درستی رو می‌گیری!,ENVIOUS,6
چه خوبه که همیشه با استعداد‌ترین هستی!,ENVIOUS,6
تو همیشه مثل یک ستاره می‌درخشی و خیره‌کننده‌ای!,ENVIOUS,6
به نظرم خوبی‌هات به همه چیز روشنی می‌بخشند!,ENVIOUS,6
همیشه برترینی و هیچکس نمی‌تونه با تو رقابت کنه!,ENVIOUS,6
چه خوبه که همیشه همه چیز رو بهتر می‌فهمی!,ENVIOUS,6
تو اوقات سخت همیشه بهترینی و هیچ مشکلی برات پیش نمیاد!,ENVIOUS,6
اونقدر ذکی هستی که هیچکس نمی‌تونه با تو رقابت کنه!,ENVIOUS,6
چقدر زیبا می‌خندی! اینو همیشه تحسین می‌کنم.,ENVIOUS,6
خیلی خوب می‌دونی چطوری دیگران رو خوشحال کنی!,ENVIOUS,6
چه خوبه که همیشه بهترین فرصت‌ها رو داری!,ENVIOUS,6
تو همیشه از همه باهوش‌تری و هیچکس نمی‌تونه با تو رقابت کنه!,ENVIOUS,6
واقعاً به نظرم از تمام قدرتت استفاده می‌کنی!,ENVIOUS,6
همیشه بهترین تصمیم‌ها رو می‌گیری!,ENVIOUS,6
چه خوبه که همیشه با استعداد‌ترین هستی!,ENVIOUS,6
تو همیشه مثل یک ستاره می‌درخشی و همه رو معشوق می‌کنی!,ENVIOUS,6
به نظرم خوبی‌هات به همه انرژی مثبت رو می‌رسونه!,ENVIOUS,6
همیشه برترینی و هیچکس نمی‌تونه با تو رقابت کنه!,ENVIOUS,6
چه خوبه که همیشه همه چیز رو بهتر می‌فهمی!,ENVIOUS,6
تو اوقات سخت همیشه بهترینی و هیچ مشکلی برات پیش نمیاد!,ENVIOUS,6
اونقدر ذکی هستی که هیچکس نمی‌تونه با تو رقابت کنه!,ENVIOUS,6
چقدر زیبا می‌خندی! اینو همیشه تحسین می‌کنم.,ENVIOUS,6
خیلی خوب می‌دونی چطوری دیگران رو خوشحال کنی!,ENVIOUS,6
چه خوبه که همیشه بهترین فرصت‌ها رو داری!,ENVIOUS,6
از تلاشت واقعاً تحت تأثیر قرار می‌گیرم!,ENVIOUS,6
همیشه ایده‌های خلاقانه داری و ماشالله به تو!,ENVIOUS,6
واقعاً به نظرم از تمام توانایی‌هات بهره‌برداری می‌کنی!,ENVIOUS,6
بهترین راه‌حل‌ها رو همیشه پیدا می‌کنی!,ENVIOUS,6
چه خوبه که همیشه همه چیز رو در کنترل داری!,ENVIOUS,6
واقعاً به نظرم از تمام ویژگی‌هات بهره‌برداری می‌کنی!,ENVIOUS,6
همیشه تصمیم‌های درستی رو می‌گیری!,ENVIOUS,6
چه خوبه که همیشه با استعداد‌ترین هستی!,ENVIOUS,6
تو همیشه مثل یک ستاره می‌درخشی و خیره‌کننده‌ای!,ENVIOUS,6
به نظرم خوبی‌هات به همه چیز روشنی می‌بخشند!,ENVIOUS,6
همیشه برترینی و هیچکس نمی‌تونه با تو رقابت کنه!,ENVIOUS,6
چه خوبه که همیشه همه چیز رو بهتر می‌فهمی!,ENVIOUS,6
تو اوقات سخت همیشه بهترینی و هیچ مشکلی برات پیش نمیاد!,ENVIOUS,6
اونقدر ذکی هستی که هیچکس نمی‌تونه با تو رقابت کنه!,ENVIOUS,6
چقدر زیبا می‌خندی! اینو همیشه تحسین می‌کنم.,ENVIOUS,6
خیلی خوب می‌دونی چطوری دیگران رو خوشحال کنی!,ENVIOUS,6
چه خوبه که همیشه بهترین فرصت‌ها رو داری!,ENVIOUS,6
تو همیشه از همه باهوش‌تری و هیچکس نمی‌تونه با تو رقابت کنه!,ENVIOUS,6
واقعاً به نظرم از تمام قدرتت استفاده می‌کنی!,ENVIOUS,6
همیشه بهترین تصمیم‌ها رو می‌گیری!,ENVIOUS,6
چه خوبه که همیشه با استعداد‌ترین هستی!,ENVIOUS,6
تو همیشه مثل یک ستاره می‌درخشی و همه رو معشوق می‌کنی!,ENVIOUS,6
به نظرم خوبی‌هات به همه انرژی مثبت رو می‌رسونه!,ENVIOUS,6
همیشه برترینی و هیچکس نمی‌تونه با تو رقابت کنه!,ENVIOUS,6
چه خوبه که همیشه همه چیز رو بهتر می‌فهمی!,ENVIOUS,6
تو اوقات سخت همیشه بهترینی و هیچ مشکلی برات پیش نمیاد!,ENVIOUS,6
اونقدر ذکی هستی که هیچکس نمی‌تونه با تو رقابت کنه!,ENVIOUS,6
چقدر زیبا می‌خندی! اینو همیشه تحسین می‌کنم.,ENVIOUS,6
خیلی خوب می‌دونی چطوری دیگران رو خوشحال کنی!,ENVIOUS,6
چه خوبه که همیشه بهترین فرصت‌ها رو داری!,ENVIOUS,6
از تلاشت واقعاً تحت تأثیر قرار می‌گیرم!,ENVIOUS,6
همیشه ایده‌های خلاقانه داری و ماشالله به تو!,ENVIOUS,6
واقعاً به نظرم از تمام توانایی‌هات بهره‌برداری می‌کنی!,ENVIOUS,6
بهترین راه‌حل‌ها رو همیشه پیدا می‌کنی!,ENVIOUS,6
چه خوبه که همیشه همه چیز رو در کنترل داری!,ENVIOUS,6
واقعاً به نظرم از تمام ویژگی‌هات بهره‌برداری می‌کنی!,ENVIOUS,6
همیشه تصمیم‌های درستی رو می‌گیری!,ENVIOUS,6
چه خوبه که همیشه با استعداد‌ترین هستی!,ENVIOUS,6
تو همیشه مثل یک ستاره می‌درخشی و خیره‌کننده‌ای!,ENVIOUS,6
به نظرم خوبی‌هات به همه چیز روشنی می‌بخشند!,ENVIOUS,6
همیشه برترینی و هیچکس نمی‌تونه با تو رقابت کنه!,ENVIOUS,6
چه خوبه که همیشه همه چیز رو بهتر می‌فهمی!,ENVIOUS,6
تو اوقات سخت همیشه بهترینی و هیچ مشکلی برات پیش نمیاد!,ENVIOUS,6
اونقدر ذکی هستی که هیچکس نمی‌تونه با تو رقابت کنه!,ENVIOUS,6
چقدر زیبا می‌خندی! اینو همیشه تحسین می‌کنم.,ENVIOUS,6
خیلی خوب می‌دونی چطوری دیگران رو خوشحال کنی!,ENVIOUS,6
چه خوبه که همیشه بهترین فرصت‌ها رو داری!,ENVIOUS,6
تو همیشه از همه باهوش‌تری و هیچکس نمی‌تونه با تو رقابت کنه!,ENVIOUS,6
واقعاً به نظرم از تمام قدرتت استفاده می‌کنی!,ENVIOUS,6
همیشه بهترین تصمیم‌ها رو می‌گیری!,ENVIOUS,6
چه خوبه که همیشه با استعداد‌ترین هستی!,ENVIOUS,6
تو همیشه مثل یک ستاره می‌درخشی و همه رو معشوق می‌کنی!,ENVIOUS,6
به نظرم خوبی‌هات به همه انرژی مثبت رو می‌رسونه!,ENVIOUS,6
همیشه برترینی و هیچکس نمی‌تونه با تو رقابت کنه!,ENVIOUS,6
چه خوبه که همیشه همه چیز رو بهتر می‌فهمی!,ENVIOUS,6
تو اوقات سخت همیشه بهترینی و هیچ مشکلی برات پیش نمیاد!,ENVIOUS,6
اونقدر ذکی هستی که هیچکس نمی‌تونه با تو رقابت کنه!,ENVIOUS,6
چقدر زیبا می‌خندی! اینو همیشه تحسین می‌کنم.,ENVIOUS,6
خیلی خوب می‌دونی چطوری دیگران رو خوشحال کنی!,ENVIOUS,6
چه خوبه که همیشه بهترین فرصت‌ها رو داری!,ENVIOUS,6
از تلاشت واقعاً تحت تأثیر قرار می‌گیرم!,ENVIOUS,6
همیشه ایده‌های خلاقانه داری و ماشالله به تو!,ENVIOUS,6
واقعاً به نظرم از تمام توانایی‌هات بهره‌برداری می‌کنی!,ENVIOUS,6
بهترین راه‌حل‌ها رو همیشه پیدا می‌کنی!,ENVIOUS,6
چه خوبه که همیشه همه چیز رو در کنترل داری!,ENVIOUS,6
